UBICACION,num_comisarias,personal,area_com,old_com,com_internet,nreu_codisec,juntas,per_juntas,redes,per_redes,n_patru,n_pat_int,serenazgos,n_vehi,conf_pnp,conf_muni,conf_pj,conf_mpfn,Poblacion,ANIO,denuncias
AYACUCHO+LUCANAS+CABANA,1,8,379.42,9,0,0,1,10,0,0,0,0,3,2,2.82,2.35,2.32,2.32,1909,2021,
AYACUCHO+LUCANAS+CARMEN SALCEDO,1,11,194.74,30,0,2,1,10,0,0,0,0,2,0,2.38,2.5,2.56,2.56,1453,2021,
AYACUCHO+LUCANAS+CHIPAO,1,9,800,26,0,1,2,20,0,0,9,0,6,1,2.02,2.04,2,2.05,2363,2021,
AYACUCHO+LUCANAS+LARAMATE,1,17,200,20,1,2,1,10,1,10,8,0,7,0,1.96,1.65,2.1,2.14,1658,2021,
AYACUCHO+LUCANAS+OCANA,1,10,230,10,1,0,3,15,2,10,4,0,9,0,2.17,1.82,2.39,2.37,2178,2021,
AYACUCHO+LUCANAS+OTOCA,1,16,282.99,50,1,5,1,5,0,0,5,0,2,0,2.78,2.6,2.09,2.14,1786,2021,
AYACUCHO+LUCANAS+PUQUIO,1,20,390.32,50,0,0,0,0,0,0,0,6,15,10,2.38,2.4,2.13,2.16,14527,2021,1
AYACUCHO+LUCANAS+SANTA LUCIA,1,9,96.62,11,0,0,0,0,0,0,0,0,8,0,2.32,2.3,2.39,2.36,1473,2021,
AYACUCHO+PARINACOCHAS+CORACORA,1,14,440.9,78,1,3,1,1,0,0,9,3,10,4,2.12,2.19,2.58,2.46,13414,2021,
AYACUCHO+PARINACOCHAS+PACAPAUSA,1,6,140,23,1,5,4,10,2,5,10,4,1,1,1.93,2.21,1.74,1.71,520,2021,
AYACUCHO+PARINACOCHAS+PUYUSCA,1,7,290,8,1,2,11,11,0,0,2,0,2,0,2.81,2.27,1.8,1.97,2098,2021,1
AYACUCHO+PAUCAR DEL SARA SARA+COLTA,1,4,126,51,1,1,1,5,0,0,0,3,6,0,1.98,2.29,2.35,2.48,417,2021,
AYACUCHO+PAUCAR DEL SARA SARA+MARCABAMBA,1,6,213,11,0,2,0,0,0,0,4,0,2,0,2.03,2.04,2.19,2.21,606,2021,
AYACUCHO+PAUCAR DEL SARA SARA+OYOLO,1,6,72,10,1,15,1,15,0,0,0,0,4,1,1.98,2.15,1.86,1.87,1682,2021,
AYACUCHO+PAUCAR DEL SARA SARA+PAUSA,1,12,120,70,1,2,1,10,0,0,0,0,5,3,2.03,2,2.06,2.16,3380,2021,
AYACUCHO+SUCRE+QUEROBAMBA,1,16,325.2,20,1,1,3,3,4,4,8,4,4,1,1.83,2.06,2.11,2.11,2589,2021,
AYACUCHO+SUCRE+SORAS,1,8,237.96,37,0,1,2,23,1,10,4,0,2,2,2.12,1.86,2.32,2.22,1004,2021,
AYACUCHO+VICTOR FAJARDO+CANARIA,2,21,353.41,38,1,0,3,30,0,0,6,0,6,0,2.9,2.29,2.19,2.38,4018,2021,
AYACUCHO+VICTOR FAJARDO+HUANCAPI,1,13,963,45,1,5,4,40,0,0,8,0,8,0,1.95,1.95,2.93,2.88,1847,2021,
AYACUCHO+VICTOR FAJARDO+VILCANCHOS,1,11,244.5,8,0,5,0,0,0,0,0,0,1,2,2.11,2.47,2.06,2.05,2368,2021,
AYACUCHO+VILCAS HUAMAN+CARHUANCA,1,9,148,18,0,2,9,90,0,0,0,0,8,0,1.83,1.97,1.8,1.85,796,2021,
AYACUCHO+VILCAS HUAMAN+CONCEPCION,1,10,103.5,40,1,0,2,22,0,0,3,0,4,1,2.36,2.27,2.39,2.4,1504,2021,
AYACUCHO+VILCAS HUAMAN+VILCAS HUAMAN,1,14,110,4,0,5,4,40,0,0,0,1,10,9,2.36,1.19,2.05,2.05,6421,2021,
CAJAMARCA+CAJABAMBA+CACHACHI,3,18,1477.29,63,1,4,3,22,0,0,13,4,8,2,2.41,2,2.22,2.1,25589,2021,
CAJAMARCA+CAJABAMBA+CAJABAMBA,1,54,1500,23,1,8,14,140,0,0,36,6,30,4,2.46,2.63,2.04,2.14,34538,2021,7
CAJAMARCA+CAJABAMBA+CONDEBAMBA,1,10,255,18,0,2,0,0,0,0,5,1,12,4,2.33,2.15,1.71,1.7,15434,2021,1
CAJAMARCA+CAJABAMBA+SITACOCHA,1,6,240,45,1,2,1,13,0,0,8,4,5,2,2.08,2.2,1.91,2.1,7955,2021,
CAJAMARCA+CAJAMARCA+ASUNCION,1,11,250,25,0,3,2,10,1,10,20,0,31,0,2.79,2.73,2.44,2.42,7632,2021,
CAJAMARCA+CAJAMARCA+CAJAMARCA,2,283,694.25,83,2,5,26,400,5,61,84,27,244,57,2.23,2.22,2.08,2.1,247044,2021,1
CAJAMARCA+CAJAMARCA+COSPAN,1,10,258.86,28,0,2,0,0,0,0,0,0,3,0,2.44,2.05,2.18,2.18,7117,2021,
CAJAMARCA+CAJAMARCA+ENCANADA,2,26,706,63,1,3,12,12,0,0,12,0,8,0,1.67,1.88,1.46,1.7,19735,2021,
CAJAMARCA+CAJAMARCA+JESUS,1,11,303,21,1,10,0,0,0,0,3,0,7,3,2.26,2.29,2.13,2.11,16751,2021,1
CAJAMARCA+CAJAMARCA+LOS BANOS DEL INCA,1,93,350,64,1,6,14,182,1,16,34,9,27,4,2.06,2.2,1.87,1.93,54396,2021,1
CAJAMARCA+CAJAMARCA+MAGDALENA,1,13,180,26,1,1,1,10,0,0,3,0,3,0,2.3,2.22,2.17,2.18,8770,2021,
CAJAMARCA+CAJAMARCA+MATARA,1,13,300,33,0,5,5,75,0,0,8,2,5,1,2.06,2.06,2.12,2.08,3784,2021,1
CAJAMARCA+CAJAMARCA+NAMORA,1,15,233.22,47,1,0,1,21,0,20,0,0,5,0,1.95,1.77,2.33,2.35,10364,2021,
CAJAMARCA+CAJAMARCA+SAN JUAN,1,12,77,34,0,3,5,50,0,0,5,0,5,0,2,2,1.95,1.93,4510,2021,
CAJAMARCA+CELENDIN+CELENDIN,1,81,920,50,1,4,4,48,1,30,0,4,21,3,2.37,2.24,2.07,2.11,29442,2021,3
CAJAMARCA+CELENDIN+CHUMUCH,1,9,316.4,44,0,5,1,10,0,0,0,0,10,0,2.19,1.88,2.17,2.22,2667,2021,
CAJAMARCA+CELENDIN+CORTEGANA,1,11,300,40,0,0,3,96,0,0,0,0,9,0,2.62,2.76,3,2.92,7282,2021,
CAJAMARCA+CELENDIN+HUASMIN,1,17,286.39,51,0,0,1,20,0,0,0,0,10,0,2.5,2.4,2.13,2.13,10703,2021,1
CAJAMARCA+CELENDIN+MIGUEL IGLESIAS,1,9,224,40,0,0,0,0,0,0,0,0,1,0,2.37,2.24,1.9,2.2,3853,2021,
CAJAMARCA+CELENDIN+OXAMARCA,1,9,286.96,107,1,1,0,0,0,0,8,0,5,0,1.95,1.83,2.08,2.07,5776,2021,
CAJAMARCA+CELENDIN+SOROCHUCO,1,7,231.57,80,0,6,1,10,1,20,9,3,4,1,2.28,1.94,1.96,2.04,7348,2021,
CAJAMARCA+CELENDIN+SUCRE,1,16,672,70,1,0,2,29,0,0,0,0,14,0,1.98,2.05,1.86,1.87,5419,2021,
CAJAMARCA+CHOTA+ANGUIA,1,15,108.22,56,0,1,0,0,0,0,11,0,6,0,2.75,2.39,2.6,2.55,3147,2021,
CAJAMARCA+CHOTA+CHALAMARCA,1,10,168.6,23,0,4,0,0,0,0,3,0,8,0,2.38,2.19,2.47,2.52,9612,2021,
CAJAMARCA+CHOTA+CHIGUIRIP,1,8,375.6,21,0,2,0,0,0,0,3,0,7,0,1.95,2.21,1.93,1.96,3558,2021,
CAJAMARCA+CHOTA+CHIMBAN,1,7,69,75,0,2,0,0,0,0,3,0,13,0,2.37,2.97,2.81,2.87,2130,2021,
CAJAMARCA+CHOTA+CHOTA,1,96,1742,49,1,6,0,0,1,13,58,10,19,14,2.25,2.22,2,2,51686,2021,6
CAJAMARCA+CHOTA+COCHABAMBA,1,12,212.7,46,0,1,0,0,0,0,12,0,8,0,2.07,1.91,1.76,1.78,5774,2021,
CAJAMARCA+CHOTA+CONCHAN,1,7,138.24,20,0,6,2,22,0,0,9,0,4,0,2.35,2.3,2.61,2.55,5911,2021,
CAJAMARCA+CHOTA+HUAMBOS,1,14,132.6,20,1,2,1,10,1,10,21,0,2,0,1.76,1.81,2.26,2.25,8522,2021,1
CAJAMARCA+CHOTA+LAJAS,1,12,243.6,29,0,5,1,8,0,0,8,0,8,0,2.57,2.14,2.04,2.04,11509,2021,
CAJAMARCA+CHOTA+LLAMA,1,10,133.35,11,1,0,0,0,0,0,3,0,7,1,2.41,2.29,2.07,2.02,7337,2021,
CAJAMARCA+CHOTA+MIRACOSTA,1,6,75,10,1,1,0,0,0,0,6,0,1,0,2.06,2.23,2.88,2.82,3272,2021,
CAJAMARCA+CHOTA+PACCHA,1,6,176.9,73,0,3,1,12,0,0,10,0,4,0,2.44,1.19,2.05,2.06,4584,2021,
CAJAMARCA+CHOTA+QUEROCOTO,1,7,124.2,65,0,1,0,0,0,0,6,0,2,0,2.31,2.48,3,3,8803,2021,
CAJAMARCA+CHOTA+SAN JUAN DE LICUPIS,1,6,237,18,0,5,0,0,0,0,3,0,4,1,2.34,2.11,2.05,2.05,968,2021,
CAJAMARCA+CHOTA+TACABAMBA,1,11,357.89,51,1,2,1,12,2,10,12,0,6,0,2.15,2.2,2.09,2.5,16513,2021,
CAJAMARCA+CHOTA+TOCMOCHE,1,10,200,46,0,2,0,0,0,0,6,0,12,0,2.21,2.12,2.36,2.33,872,2021,
CAJAMARCA+CONTUMAZA+CHILETE,1,14,231,51,1,1,1,10,1,5,6,0,3,0,2.29,2.28,2.12,2.14,2721,2021,1
CAJAMARCA+CONTUMAZA+CONTUMAZA,1,19,1024.6,26,1,3,6,125,0,0,7,1,6,1,2.5,2.5,2.38,2.38,8017,2021,
CAJAMARCA+CONTUMAZA+CUPISNIQUE,1,7,85.1,56,0,1,2,20,1,10,0,0,6,0,1.43,1.89,2.39,2.36,1389,2021,
CAJAMARCA+CONTUMAZA+GUZMANGO,1,7,300,80,0,4,1,10,0,0,3,0,20,0,1.94,2.08,1.97,1.95,2842,2021,
CAJAMARCA+CONTUMAZA+SAN BENITO,2,15,373,37,0,6,2,25,0,0,5,0,12,0,2.62,3.34,2.07,2.16,3608,2021,
CAJAMARCA+CONTUMAZA+SANTA CRUZ DE TOLEDO,1,8,150.5,24,0,1,2,14,0,0,3,0,4,0,2.65,2.65,2.36,2.36,1040,2021,
CAJAMARCA+CONTUMAZA+TANTARICA,2,16,660,66,1,3,12,30,0,0,8,0,3,0,2.36,2.35,2.07,2.08,2651,2021,1
CAJAMARCA+CONTUMAZA+YONAN,1,13,1020,49,1,3,3,47,2,9,3,0,1,0,2.05,1.92,1.76,1.71,6940,2021,2
CAJAMARCA+CUTERVO+CALLAYUC,1,8,217.4,101,0,0,0,0,0,0,3,0,3,0,2.77,3.09,3.03,2.47,9598,2021,
CAJAMARCA+CUTERVO+CHOROS,1,7,148.49,57,1,0,0,18,0,0,11,0,9,0,2.2,2.32,2.4,2.37,3277,2021,
CAJAMARCA+CUTERVO+CUTERVO,3,76,2192.41,79,1,6,41,104,3,35,18,10,54,2,2.45,2.24,2.13,2.18,51313,2021,5
CAJAMARCA+CUTERVO+LA RAMADA,1,7,91,52,0,2,1,38,0,0,6,0,12,0,2.5,2.5,2.11,2.18,3940,2021,
CAJAMARCA+CUTERVO+PIMPINGOS,1,6,186,30,0,0,0,0,0,0,1,0,1,0,2.58,2.29,2.5,2.53,5063,2021,
CAJAMARCA+CUTERVO+QUEROCOTILLO,1,6,124.86,50,0,2,0,0,0,0,0,2,20,8,2.05,2.05,2.11,2.16,13241,2021,
CAJAMARCA+CUTERVO+SAN ANDRES DE CUTERVO,1,7,244,50,0,0,0,0,0,0,3,0,4,0,2.53,2.38,2.56,2.56,4219,2021,
CAJAMARCA+CUTERVO+SAN JUAN DE CUTERVO,1,7,93.9,69,0,2,1,20,0,0,2,0,1,0,1.88,1.92,2.24,2.07,1840,2021,
CAJAMARCA+CUTERVO+SANTA CRUZ,1,6,190,46,0,1,1,21,0,0,3,0,31,0,2.62,2.78,2.71,2.7,2641,2021,
CAJAMARCA+CUTERVO+SANTO DOMINGO DE LA CAPILLA,1,7,178,53,0,0,0,0,0,0,3,0,4,0,2.08,2.25,2.65,2.61,4999,2021,
CAJAMARCA+CUTERVO+SANTO TOMAS,1,8,136.69,80,0,1,0,0,0,0,16,0,12,0,2.82,2.28,2.86,2.61,7577,2021,
CAJAMARCA+CUTERVO+SOCOTA,1,8,199.12,24,1,0,0,48,0,0,3,0,3,0,2.32,2.5,2.32,2.32,9072,2021,
CAJAMARCA+CUTERVO+TORIBIO CASANOVA,1,6,70,15,0,1,12,12,0,0,2,0,4,0,1.74,1.97,1.82,1.87,1084,2021,
CAJAMARCA+HUALGAYOC+BAMBAMARCA,2,73,1002.08,128,2,5,0,0,0,0,0,60,31,4,2.19,2.21,2.06,2.08,64343,2021,
CAJAMARCA+HUALGAYOC+CHUGUR,1,11,111,11,0,0,0,0,0,0,0,0,8,0,2.58,2.04,2.47,2.42,2917,2021,
CAJAMARCA+HUALGAYOC+HUALGAYOC,1,11,600,10,1,3,1,7,0,0,5,1,13,2,2.02,2,1.88,1.91,16213,2021,1
CAJAMARCA+JAEN+BELLAVISTA,2,24,580.63,97,1,1,5,50,2,20,10,0,26,3,2.09,1.88,1.74,1.79,16428,2021,
CAJAMARCA+JAEN+CHONTALI,1,10,120,62,0,10,1,10,0,0,6,0,20,0,2.11,1.92,2.03,2,10435,2021,
CAJAMARCA+JAEN+COLASAY,1,8,364.62,61,0,1,14,14,0,0,12,0,17,0,2.66,1.86,2.58,2.64,10498,2021,
CAJAMARCA+JAEN+HUABAL,1,6,94.8,38,0,0,0,0,0,0,0,0,12,0,2.2,2.18,2.02,2.06,9021,2021,
CAJAMARCA+JAEN+JAEN,2,176,732.79,92,2,12,7,85,5,75,6,3,80,11,1.95,1.9,1.85,1.9,107039,2021,27
CAJAMARCA+JAEN+LAS PIRIAS,1,7,123.57,43,1,0,0,56,0,0,4,0,7,0,2,2.06,2.23,2.32,4660,2021,
CAJAMARCA+JAEN+POMAHUACA,1,8,147,62,1,5,4,50,0,0,6,1,2,0,2.23,2.03,2.21,2.24,9278,2021,
CAJAMARCA+JAEN+PUCARA,2,26,706.98,120,1,4,4,30,1,10,0,0,7,0,2.42,2.54,2.65,2.65,6873,2021,2
CAJAMARCA+JAEN+SALLIQUE,1,6,107.2,51,0,2,1,10,0,0,0,0,16,0,2.2,2.02,1.9,1.88,7509,2021,
CAJAMARCA+JAEN+SAN FELIPE,1,7,127.55,54,0,1,2,30,0,0,3,0,8,0,2.03,2.53,2.02,2.06,4662,2021,
CAJAMARCA+JAEN+SANTA ROSA,1,8,110,39,1,3,0,0,0,0,3,0,8,0,2.03,2.23,2,2,10212,2021,
CAJAMARCA+SAN IGNACIO+CHIRINOS,1,6,187.51,64,1,2,0,0,0,0,3,0,9,1,2.53,2,1.82,1.71,16121,2021,
CAJAMARCA+SAN IGNACIO+HUARANGO,1,8,112.35,38,0,5,80,80,0,0,0,6,4,2,2.34,1.79,2.03,1.92,18384,2021,
CAJAMARCA+SAN IGNACIO+NAMBALLE,1,7,155.27,20,0,2,2,24,1,6,21,3,6,3,2.56,2.58,2.47,2.41,9885,2021,
CAJAMARCA+SAN IGNACIO+SAN IGNACIO,1,38,300,55,0,2,60,60,0,0,6,9,16,4,2.31,2.29,2.13,2.18,40710,2021,2
CAJAMARCA+SAN IGNACIO+SAN JOSE DE LOURDES,1,7,284.26,25,1,2,2,24,1,13,0,3,5,3,2.43,2.04,1.82,2,19955,2021,
CAJAMARCA+SAN IGNACIO+TABACONAS,1,6,128,6,0,2,1,15,0,0,0,0,2,0,1.65,1.33,1.47,1.53,20068,2021,
CAJAMARCA+SAN MARCOS+EDUARDO VILLANUEVA,1,13,150,18,1,4,2,40,2,20,6,0,4,0,2.34,2.14,2.65,2.62,3114,2021,3
CAJAMARCA+SAN MARCOS+ICHOCAN,1,11,255,51,1,11,0,0,1,4,4,0,3,0,2,2.05,1.82,1.87,1961,2021,2
CAJAMARCA+SAN MARCOS+JOSE SABOGAL,1,9,204,21,0,4,2,24,0,0,3,0,1,0,2.76,2.44,3.03,3.06,13178,2021,
CAJAMARCA+SAN MARCOS+PEDRO GALVEZ,1,49,600,2,1,5,2,24,3,15,30,23,16,2,2.57,2.43,2.47,2.53,21941,2021,2
CAJAMARCA+SAN MIGUEL+BOLIVAR,1,8,150,12,1,0,10,10,0,0,3,0,15,0,1.58,1.54,1.73,2.11,1285,2021,
CAJAMARCA+SAN MIGUEL+CALQUIS,1,7,312.59,5,1,5,2,30,0,0,0,0,25,0,1.95,2.22,2.11,2.1,4273,2021,
CAJAMARCA+SAN MIGUEL+CATILLUC,1,9,303,16,1,4,2,8,0,0,3,0,2,0,2.58,2.59,2.12,2.14,2772,2021,
CAJAMARCA+SAN MIGUEL+EL PRADO,1,12,362,44,0,3,1,10,1,10,3,0,4,0,3.04,2.78,2.37,2.34,1635,2021,1
CAJAMARCA+SAN MIGUEL+LA FLORIDA,1,8,108,76,0,1,0,0,0,0,3,0,14,0,1.88,1.89,2.21,2.16,2138,2021,
CAJAMARCA+SAN MIGUEL+LLAPA,1,6,180,50,0,2,0,0,0,0,3,0,8,0,2.14,2,1.77,2.11,4497,2021,
CAJAMARCA+SAN MIGUEL+NANCHOC,1,13,228.9,60,0,2,1,10,0,0,3,0,14,0,2.25,2.23,2,2.08,1368,2021,
CAJAMARCA+SAN MIGUEL+NIEPOS,2,14,350,101,1,3,12,12,0,0,0,0,8,0,2.78,2.52,2.95,2.92,3193,2021,
CAJAMARCA+SAN MIGUEL+SAN GREGORIO,1,8,89.42,64,0,2,1,10,0,0,0,0,13,0,2.31,2.15,3,2.89,2257,2021,
CAJAMARCA+SAN MIGUEL+SAN MIGUEL,1,29,275.53,106,1,5,6,118,0,75,9,0,6,2,2.67,2.8,3,2.47,13919,2021,2
CAJAMARCA+SAN MIGUEL+TONGOD,1,8,240,41,0,1,1,11,0,0,3,0,1,0,2.06,2.06,1.95,1.94,2402,2021,
CAJAMARCA+SAN MIGUEL+UNION AGUA BLANCA,1,15,107.2,40,0,3,1,19,0,0,3,0,12,0,2.74,3,2.71,2.66,3086,2021,
CAJAMARCA+SAN PABLO+SAN PABLO,1,21,147.25,48,1,12,35,35,18,18,17,0,4,0,2.65,3.11,3.11,3,13372,2021,
CAJAMARCA+SANTA CRUZ+ANDABAMBA,1,7,435.4,7,1,12,3,10,0,0,3,0,2,0,3.22,2.82,2.41,2.3,1280,2021,
CAJAMARCA+SANTA CRUZ+CATACHE,2,13,1349,98,1,1,4,32,0,0,0,0,40,0,2,2.04,2.21,2.04,9891,2021,
CAJAMARCA+SANTA CRUZ+CHANCAYBANOS,1,8,225,21,0,5,2,30,0,0,6,0,2,0,2.95,2.77,3.25,3.75,3432,2021,
CAJAMARCA+SANTA CRUZ+NINABAMBA,1,7,200,32,0,1,0,0,0,0,0,0,6,0,2.85,2.28,2.43,2.53,1933,2021,
CAJAMARCA+SANTA CRUZ+PULAN,1,6,164.3,52,0,3,0,0,0,0,0,0,13,0,1.53,1.59,1.53,1.6,3815,2021,
CAJAMARCA+SANTA CRUZ+SANTA CRUZ,1,38,265.82,48,1,5,15,450,1,15,15,3,10,3,2.43,2.29,1.86,2,9715,2021,3
CAJAMARCA+SANTA CRUZ+UTICYACU,1,6,143.78,57,1,2,1,12,0,0,3,0,8,0,2.25,1.93,2.22,2.11,1226,2021,
CAJAMARCA+SANTA CRUZ+YAUYUCAN,1,6,300,45,0,5,2,20,0,0,0,0,3,0,2.33,2.08,1.96,1.94,2826,2021,
CALLAO+CALLAO+BELLAVISTA,2,176,696.34,49,2,2,121,1250,40,345,48,18,212,56,2.24,2.05,1.81,1.82,81122,2021,19
CALLAO+CALLAO+CALLAO,11,985,5113.95,257,11,16,125,1612,65,535,270,48,246,54,2.12,1.76,1.79,1.82,520709,2021,103
CALLAO+CALLAO+CARMEN DE LA LEGUA REYNOSO,1,100,284,47,1,12,7,70,7,35,33,3,75,18,2.35,2.3,2.07,2.07,46772,2021,7
CALLAO+CALLAO+LA PERLA,1,81,539.58,50,1,5,12,96,9,76,38,15,185,40,2.1,1.9,1.73,1.79,64524,2021,20
CALLAO+CALLAO+LA PUNTA,1,42,682.5,43,1,4,4,40,3,15,15,2,88,49,2.78,3.11,2.15,2.04,3902,2021,1
CALLAO+CALLAO+MI PERU,1,103,320,23,1,5,29,298,7,83,34,6,109,21,2.2,2.32,2.14,2.14,53557,2021,2
CALLAO+CALLAO+VENTANILLA,3,377,1856.11,55,2,11,58,592,2,30,118,69,537,65,2.06,2.13,2,2.03,380894,2021,24
CUSCO+ACOMAYO+ACOMAYO,1,31,320.57,18,0,2,5,35,0,0,0,0,4,0,2.25,1.93,2.1,2.06,4579,2021,
CUSCO+ACOMAYO+ACOPIA,1,16,147,10,0,3,1,11,0,0,0,0,4,1,2.1,1.88,1.79,1.76,3077,2021,
CUSCO+ACOMAYO+MOSOC LLACTA,1,16,300,6,1,2,21,21,0,0,10,0,8,1,2.07,1.89,2.15,2.21,1036,2021,
CUSCO+ACOMAYO+POMACANCHI,1,17,205,5,1,4,2,20,0,0,3,0,6,3,2.45,1.86,2.86,2.82,7564,2021,
CUSCO+ACOMAYO+SANGARARA,1,17,216.2,15,0,3,4,20,0,0,0,0,10,0,2.59,2.41,2.65,2.65,3387,2021,
CUSCO+ANTA+ANCAHUASI,1,18,145,75,1,6,4,40,0,0,2,2,12,3,2.09,2.23,1.74,1.77,7835,2021,
CUSCO+ANTA+ANTA,1,47,80,12,1,5,8,150,0,0,10,0,15,3,2.1,1.65,1.95,2,26038,2021,
CUSCO+ANTA+CACHIMAYO,1,20,120,14,0,2,8,80,0,0,0,1,4,0,2.33,1.93,2,1.95,2787,2021,
CUSCO+ANTA+CHINCHAYPUJIO,1,16,184.18,11,1,2,6,86,1,10,3,2,9,0,2.05,2.03,1.85,2.05,4311,2021,
CUSCO+ANTA+HUAROCONDO,1,20,159.63,25,1,5,2,25,1,23,8,1,12,3,2.03,1.79,2.32,2.56,4576,2021,
CUSCO+ANTA+LIMATAMBO,1,19,261.9,50,1,5,23,230,1,19,9,3,11,3,2.52,2.05,2.07,2.18,7681,2021,
CUSCO+ANTA+MOLLEPATA,1,17,174,60,0,2,3,5,1,2,8,0,5,4,2.25,2.16,2.14,2.12,3531,2021,
CUSCO+ANTA+PUCYURA,1,17,276.8,51,1,6,2,60,0,0,10,0,6,1,2.35,1.92,2.42,2.37,3146,2021,
CUSCO+ANTA+ZURITE,1,18,173,26,1,6,1,10,0,0,3,1,6,2,1.98,2.02,2.33,2.35,3760,2021,
CUSCO+CALCA+CALCA,1,55,600,90,1,3,13,170,1,15,24,3,16,7,2.22,1.91,2.52,2.41,23653,2021,
CUSCO+CALCA+LARES,1,20,542.45,55,1,2,3,16,0,0,3,2,16,3,2,2.11,2.06,2.08,6368,2021,
CUSCO+CALCA+PISAC,1,23,76.11,7,1,1,1,10,0,0,4,1,5,7,2.33,2.67,1.93,1.93,11728,2021,
CUSCO+CALCA+SAN SALVADOR,1,21,86.8,0,1,2,0,0,1,15,6,0,4,3,2.04,1.8,1.79,1.94,6225,2021,
CUSCO+CALCA+YANATILE,1,18,317,30,1,2,0,0,0,0,0,2,10,4,2.29,2,2.31,2.32,9385,2021,
CUSCO+CANAS+KUNTURKANKI,1,16,252,10,0,4,0,0,0,0,16,3,7,3,2.02,2.2,2.09,2.11,5166,2021,
CUSCO+CANAS+LANGUI,1,13,192,16,0,1,8,80,0,0,5,0,8,1,2.21,2.35,2.46,2.58,2079,2021,
CUSCO+CANAS+LAYO,1,13,581.46,13,1,2,2,22,0,0,3,0,8,7,2.28,2.49,2.52,2.64,5518,2021,
CUSCO+CANAS+YANAOCA,1,18,250,51,0,4,7,70,1,10,0,1,18,6,1.98,1.92,2.42,2.38,9256,2021,
CUSCO+CANCHIS+CHECACUPE,1,16,200,50,0,2,1,10,0,0,12,3,9,6,2.51,2.65,2.58,2.6,5235,2021,
CUSCO+CANCHIS+COMBAPATA,1,20,265.96,16,1,5,2,30,0,0,0,0,8,6,2.76,2.8,2.65,2.63,5017,2021,
CUSCO+CANCHIS+MARANGANI,1,18,308.08,59,1,3,5,25,0,0,4,3,45,4,3.22,3.07,3.03,3,10359,2021,
CUSCO+CANCHIS+PITUMARCA,1,15,173.1,21,1,3,1,11,1,11,8,2,6,6,2.23,1.92,1.46,2.31,8440,2021,
CUSCO+CANCHIS+SICUANI,2,69,1026.8,22,2,14,10,118,9,56,16,3,49,21,2.16,1.87,1.91,2.04,65225,2021,
CUSCO+CANCHIS+TINTA,1,16,222.06,29,1,2,2,30,0,0,7,3,10,3,2.31,2.05,2.33,2.29,5470,2021,
CUSCO+CHUMBIVILCAS+LIVITACA,1,12,90,15,0,3,2,20,1,12,3,0,13,2,2.46,2.55,2.55,2.51,12879,2021,
CUSCO+CHUMBIVILCAS+SANTO TOMAS,1,28,579.62,22,1,2,1,10,0,0,6,0,18,3,1.82,1.65,2,1.94,22733,2021,
CUSCO+CHUMBIVILCAS+VELILLE,1,15,104.97,70,1,3,0,0,0,0,0,0,20,3,2.13,2.13,2.11,2,8516,2021,1
CUSCO+CUSCO+CUSCO,4,352,1975.39,256,4,17,42,618,6,148,51,30,143,23,2.07,1.79,1.86,1.97,118510,2021,5
CUSCO+CUSCO+POROY,1,46,443.55,41,1,8,12,240,6,90,11,6,20,6,2.11,1.85,1.64,1.67,12969,2021,
CUSCO+CUSCO+SAN JERONIMO,1,83,423.5,51,1,2,3,30,0,0,15,9,36,10,2.15,2.09,1.98,2.05,73312,2021,1
CUSCO+CUSCO+SAN SEBASTIAN,1,151,200,35,1,5,29,320,10,110,60,9,98,27,2.14,1.91,1.9,2,138200,2021,4
CUSCO+CUSCO+SANTIAGO,3,319,770.72,81,3,17,16,170,8,60,163,22,64,16,2.23,1.85,1.94,1.99,104961,2021,4
CUSCO+CUSCO+SAYLLA,1,47,254,21,1,2,4,70,2,60,3,6,7,3,2.14,2.27,2.09,2.18,8779,2021,
CUSCO+CUSCO+WANCHAQ,1,138,698.46,23,1,2,6,71,1,25,15,18,45,15,2.24,1.93,1.8,1.87,61420,2021,2
CUSCO+ESPINAR+ESPINAR,1,54,415.4,100,1,3,9,90,0,0,16,2,34,9,1.76,1.74,1.82,1.87,39539,2021,1
CUSCO+LA CONVENCION+ECHARATE,3,52,929.3,63,1,7,50,500,0,0,14,9,35,15,2.42,2.42,2.36,2.36,18650,2021,3
CUSCO+LA CONVENCION+HUAYOPATA,1,15,347,26,1,3,10,110,2,17,1,1,6,3,2.95,2.48,2.89,2.4,5462,2021,
CUSCO+LA CONVENCION+KIMBIRI,1,30,250,3,0,4,1,13,0,0,3,3,24,6,1.96,2.22,1.92,1.92,13688,2021,
CUSCO+LA CONVENCION+MARANURA,2,27,553.94,64,2,8,9,90,0,0,4,6,4,2,3.04,2.48,2.92,2.92,5108,2021,
CUSCO+LA CONVENCION+MEGANTONI,1,13,425,8,1,4,0,0,0,0,6,0,70,12,1.92,2.5,2.47,2.65,7461,2021,
CUSCO+LA CONVENCION+OCOBAMBA,1,13,260,42,1,2,3,33,1,6,0,3,15,6,2.25,1.79,1.81,1.77,5944,2021,
CUSCO+LA CONVENCION+PICHARI,2,64,940,10,1,30,10,104,0,0,35,6,35,11,2.3,2.02,2.21,2.12,22680,2021,4
CUSCO+LA CONVENCION+QUELLOUNO,1,16,293.65,55,0,6,25,275,0,0,9,3,21,19,2.47,2.38,2.4,2.4,15132,2021,1
